VigenciaPPA,MacroObjetivo,UnidadeOrcamentaria,AreaDescricao,Programa,ProgramaResumo,TipoProgramaDescricao,DenominacaoPrograma,JustificativaPrograma,Funcao,Subfuncao,DescricaoAcao,TipoAcao,FinalidadeAcao,DescricaoDetalheAcao,ProdutoDaAcao,UnidadeMedida,RepresentacaoUnidade,FinalidadePadronizada,ModoExecucaoPadronizado,ProdutoPadronizado
2024 - 2027,Saúde,Fundo Estadual de Saúde,Área Social,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Gestão, Manutenção e Serviços",Gestão Administrativa do Poder Executivo,"Desenvolver atividades-meios para dar suporte às funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",Saúde,Administração Geral,MANTER A MÃO DE OBRA REEDUCANDA,Atividade,"Viabilizar o pagamento de mão de obra de reeducandos do sistema prisional do Estado de Rondônia, por meio de descentralização realizada pelas unidades do estado para o Fundo Penitenciário.","Trata-se de ação executada por meio de descentralização do recurso para pagamento de mão de obra de reeducandos do sistema prisional do Estado de Rondônia, realizado pelas unidades do estado para o Fundo Penitenciário. Haverá a descentralização dos valores utilizando esta ação na origem e no destino para melhor rastreabilidade dos recursos.",Pagamentos realizados para reeducandos,Unidade,Un,Viabilizar o pagamento de mão de obra de reeducandos do sistema prisional do Estado de Rondônia,"Trata-se de ação executada diretamente ou por meio de descentralização do recurso para pagamento de mão de obra de reeducandos do sistema prisional do Estado de Rondônia, realizado pelas unidades do estado para o Fundo Penitenciário. Quando houver descentralização dos valores será utilizado esta ação na origem e no destino para melhor rastreabilidade dos recursos.",Pagamentos realizados para reeducandos
2024 - 2027,Saúde,Fundo Estadual de Saúde,Área Social,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Gestão, Manutenção e Serviços",Gestão Administrativa do Poder Executivo,"Desenvolver atividades-meios para dar suporte às funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",Saúde,Administração Geral,REALIZAÇÃO DE CONCURSO PÚBLICO E PROCESSO SELETIVO,Projeto,Realizar concurso público e/ou processo seletivo para provimento de cargos públicos do quadro de pessoal da Instituição.,Contratação de empresa para realização de concurso público e/ou processo seletivo.,Concurso realizado / Processo seletivo realizado,Unidade,Un,Realizar concurso público e/ou processo seletivo para provimento de cargos públicos do quadro de pessoal da Instituição.,Contratação de empresa para realização de concurso público e/ou processo seletivo.,Concurso realizado / Processo seletivo realizado
2024 - 2027,Saúde,Fundo Estadual de Saúde,Área Social,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Gestão, Manutenção e Serviços",Gestão Administrativa do Poder Executivo,"Desenvolver atividades-meios para dar suporte às funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",Saúde,Formação de Recursos Humanos,"FORMAR, QUALIFICAR, TREINAR E CAPACITAR RECURSOS HUMANOS.",Atividade,Melhorar a qualidade dos serviços prestados pela instituição por meio da formação e melhoria contínua de seus servidores.,"Contratação/Disponibilização de cursos/Capacitações/Pós-Graduação para os servidores da unidade, dentre outros.",Servidor capacitado e treinado.,Unidade,Un,Melhorar a qualidade dos serviços prestados pela instituição por meio da formação e melhoria contínua de seus servidores.,"Contratação/Disponibilização de cursos/Capacitações/Pós-Graduação para os servidores da unidade, dentre outros.",Servidor capacitado e treinado.
2024 - 2027,Saúde,Fundo Estadual de Saúde,Área Social,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Gestão, Manutenção e Serviços",Gestão Administrativa do Poder Executivo,"Desenvolver atividades-meios para dar suporte às funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",Saúde,Administração Geral,ASSEGURAR A MANUTENÇÃO PREDIAL DAS UNIDADES HOSPITALARES E ADMINISTRATIVAS,Atividade,Tem por finalidade a execução de manutenção predial das Unidades de Saúde e Administrativas.,"Realização de manutenção predial das Unidades de Saúde e Administrativas, com recursos próprios.",Manutenções realizadas,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Saúde,Fundo Estadual de Saúde,Área Social,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Gestão, Manutenção e Serviços",Gestão Administrativa do Poder Executivo,"Desenvolver atividades-meios para dar suporte às funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",Saúde,Administração Geral,REALIZAR PAGAMENTOS DE PROFISSIONAIS TEMPORÁRIOS,Projeto,Viabilizar remuneração de profissionais temporários e pagamento de outros benefícios/auxílios e encargos sociais .,Pagar mensalmente os servidores registrados na unidade conforme seus cargos.,Profissional remunerado.,Unidade,Un,Viabilizar remuneração de profissionais temporários e pagamento de outros benefícios/auxílios e encargos sociais .,Pagar mensalmente os servidores registrados na unidade conforme seus cargos.,Profissional remunerado.
2024 - 2027,Saúde,Fundo Estadual de Saúde,Área Social,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Gestão, Manutenção e Serviços",Gestão Administrativa do Poder Executivo,"Desenvolver atividades-meios para dar suporte às funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",Saúde,Administração Geral,MANTER PRESTADORES VOLUNTÁRIOS E ESTAGIÁRIOS,Projeto,Realizar pagamentos de remuneração de colaboradores voluntários da SESAU-RO,"Promover e incentivar o aperfeiçoamento e labor de prestadores voluntários de serviços administrativos e estagiários, adotando medidas que assegurem restituições, ressarcimentos, auxílios e demais vantagens, visando atualizações dos conhecimentos em áreas e temas que apoiem, auxiliem e subsidiem tomadas de decisões de modo integrado.",Voluntários Atendidos,Unidade,Un,NULL,NULL,NULL
2024 - 2027,Saúde,Centro de Educação Técnico-Profissional na Área de Saúde,Área Social,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Gestão, Manutenção e Serviços","Garantir o pleno funcionamento das atividades administrativas da Unidade Orçamentária, coordenando recursos humanos e a otimização de recursos financeiros na execução das ações de educação permanente para melhoria da assistência em saúde no Estado de Rondônia","Desenvolver atividades-meios para dar suporte às funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",Saúde,Administração Geral,REALIZAR PAGAMENTOS DE PROFISSIONAIS TEMPORÁRIOS,Projeto,Viabilizar remuneração de profissionais temporários e pagamento de outros benefícios/auxílios e encargos sociais .,Pagar mensalmente os servidores registrados na unidade conforme seus cargos.,Profissional remunerado.,Unidade,Un,Viabilizar remuneração de profissionais temporários e pagamento de outros benefícios/auxílios e encargos sociais .,Pagar mensalmente os servidores registrados na unidade conforme seus cargos.,Profissional remunerado.
2024 - 2027,Saúde,Centro de Educação Técnico-Profissional na Área de Saúde,Área Social,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Gestão, Manutenção e Serviços","Garantir o pleno funcionamento das atividades administrativas da Unidade Orçamentária, coordenando recursos humanos e a otimização de recursos financeiros na execução das ações de educação permanente para melhoria da assistência em saúde no Estado de Rondônia","Desenvolver atividades-meios para dar suporte às funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",Administração,Administração Geral,"FORMAR, QUALIFICAR, TREINAR E CAPACITAR RECURSOS HUMANOS.",Atividade,Melhorar a qualidade dos serviços prestados pela instituição por meio da formação e melhoria contínua de seus servidores.,"Contratação/Disponibilização de cursos/Capacitações/Pós-Graduação para os servidores da unidade, dentre outros.",Servidor capacitado e treinado.,Unidade,Un,Melhorar a qualidade dos serviços prestados pela instituição por meio da formação e melhoria contínua de seus servidores.,"Contratação/Disponibilização de cursos/Capacitações/Pós-Graduação para os servidores da unidade, dentre outros.",Servidor capacitado e treinado.
2024 - 2027,Saúde,Centro de Educação Técnico-Profissional na Área de Saúde,Área Social,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Gestão, Manutenção e Serviços","Garantir o pleno funcionamento das atividades administrativas da Unidade Orçamentária, coordenando recursos humanos e a otimização de recursos financeiros na execução das ações de educação permanente para melhoria da assistência em saúde no Estado de Rondônia","Desenvolver atividades-meios para dar suporte às funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",Saúde,Administração Geral,ATENDER A SERVIDORES COM AUXÍLIOS,Atividade,Viabilizar remuneração de servidores com auxílios,Pagar mensalmente os servidores registrados na unidade conforme seus cargos.,Servidor remunerado,Unidade,Un,Viabilizar remuneração de servidores com auxílios,Pagar mensalmente os servidores registrados na unidade conforme seus cargos.,Servidor remunerado
2024 - 2027,Saúde,Centro de Educação Técnico-Profissional na Área de Saúde,Área Social,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Gestão, Manutenção e Serviços","Garantir o pleno funcionamento das atividades administrativas da Unidade Orçamentária, coordenando recursos humanos e a otimização de recursos financeiros na execução das ações de educação permanente para melhoria da assistência em saúde no Estado de Rondônia","Desenvolver atividades-meios para dar suporte às funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",Saúde,Administração Geral,ASSEGURAR A MANUTENÇÃO ADMINISTRATIVA DA UNIDADE,Atividade,Prover os meios administrativos para a gestão dos programas e ações da instituição e para o funcionamento da unidade.,Contratação de produtos e serviços necessários para a manutenção da unidade.,Unidade Mantida.,Unidade,Un,Prover os meios administrativos para a gestão dos programas e ações da instituição e para o funcionamento da unidade.,Contratação de produtos e serviços necessários para a manutenção da unidade.,Unidade Mantida.
2024 - 2027,Saúde,Centro de Educação Técnico-Profissional na Área de Saúde,Área Social,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Gestão, Manutenção e Serviços","Garantir o pleno funcionamento das atividades administrativas da Unidade Orçamentária, coordenando recursos humanos e a otimização de recursos financeiros na execução das ações de educação permanente para melhoria da assistência em saúde no Estado de Rondônia","Desenvolver atividades-meios para dar suporte às funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",Saúde,Administração Geral,ASSEGURAR A REMUNERAÇÃO DE PESSOAL ATIVO E ENCARGOS SOCIAIS ,Atividade,"Viabilizar remuneração de pessoal ativo e encargos sociais, bem como a contribuição do Estado para o custeio dos regime de previdência próprio e complementar.",Pagar mensalmente os servidores registrados na unidade conforme seus cargos.,Servidor remunerado.,Unidade,Un,"Viabilizar remuneração de pessoal ativo e encargos sociais, bem como a contribuição do Estado para o custeio dos regime de previdência próprio e complementar.",Pagar mensalmente os servidores registrados na unidade conforme seus cargos.,Servidor remunerado.
2024 - 2027,Gestão Estratégica,Controladoria Geral do Estado,Área Institucional,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Gestão, Manutenção e Serviços","Qualificação dos servidores da Controladoria-Geral do Estado, bem como funcionamento e manutenção das atividades administrativas da unidade.","Desenvolver atividades-meios para dar suporte às funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",Administração,Administração Geral,"FORMAR, QUALIFICAR, TREINAR E CAPACITAR RECURSOS HUMANOS.",Atividade,Melhorar a qualidade dos serviços prestados pela instituição por meio da formação e melhoria contínua de seus servidores.,"Contratação/Disponibilização de cursos/Capacitações/Pós-Graduação para os servidores da unidade, dentre outros.",Servidor capacitado e treinado.,Unidade,Un,Melhorar a qualidade dos serviços prestados pela instituição por meio da formação e melhoria contínua de seus servidores.,"Contratação/Disponibilização de cursos/Capacitações/Pós-Graduação para os servidores da unidade, dentre outros.",Servidor capacitado e treinado.
